지점,지점명,일시,평균기온(°C),강수 계속시간(hr),1시간 최다강수량(mm),일강수량(mm),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C)
252,영광군,2020-05-05,14.6,,0,0,13.7,1.7,1000,1.62,10.5,,7.8,1.4,18.5
252,영광군,2020-05-06,18.5,,,,13.8,11.7,1200,3.64,28.96,,1.6,0,25.1
252,영광군,2020-05-07,18.3,,,,13.8,12.3,1200,3.65,27.88,,4,0,24.3
252,영광군,2020-05-08,18.2,,2.4,7,13.8,7.6,1100,3.04,20.88,,7.9,1.3,23.2
252,영광군,2020-05-09,15.9,,6.2,26.9,13.9,0,1500,.8,4.42,,9,5.1,17.2
252,영광군,2020-05-10,13.6,,.5,1.5,13.9,.4,1400,.96,6.17,,7,4.4,15.9
252,영광군,2020-05-11,16.8,,,,13.9,11.2,1200,3.58,27.2,,6,1.4,22.8
252,영광군,2020-05-12,15.2,,,,14,12.7,1100,3.31,26.92,,1.1,.1,22.1
252,영광군,2020-05-13,14.9,,,,14,12.5,1200,3.71,29.81,,.9,0,21.8
252,영광군,2020-05-14,19.3,,,,14,5.5,1300,2.99,20.2,,8.1,1.6,24
252,영광군,2020-05-15,17.7,,4.4,17.3,14,0,1000,.36,1.91,,9.3,4,17.6
252,영광군,2020-05-16,16,,,,14.1,1.9,1400,2,10.76,,9.1,4.3,19.4
252,영광군,2020-05-17,18.4,,,,14.1,8.9,1200,3.5,25.28,,5.9,1.1,23.7
252,영광군,2020-05-18,17.8,,10.3,14.8,14.1,5.1,1200,2.96,17.84,,7.6,2.4,22.9
252,영광군,2020-05-19,13,,1.6,2.2,14.1,1,1400,1.5,8.97,,5.6,1.6,13.7
252,영광군,2020-05-20,14.3,,,,14.2,11.4,1300,3.57,28.35,,1.9,.8,21.8
252,영광군,2020-05-21,16.4,,,,14.2,10.6,1200,3.58,26.96,,3.5,1.3,24.3
252,영광군,2020-05-22,18.1,,,,14.2,12.1,1300,3.48,27.84,,3.5,.1,24.3
252,영광군,2020-05-23,19.7,,,,14.2,8.6,1200,3.18,24.12,,3.6,.5,24.5
252,영광군,2020-05-24,16.9,,2,2.7,14.2,2.3,800,1.52,6.82,,9,4,20.1
252,영광군,2020-05-25,16.3,,,,14.3,4.3,1400,2.87,18.29,,9.4,5.1,21.6
252,영광군,2020-05-26,17.4,,,,14.3,6.7,1300,3.43,20.95,,7.4,5.5,22.7
252,영광군,2020-05-27,17.1,,0,0,14.3,12.6,1300,3.65,28.89,,4.8,.6,24.7
252,영광군,2020-05-28,16.8,,,,14.3,9.1,1200,3.7,26.65,,5.5,1.5,25.7
252,영광군,2020-05-29,19.1,,,,14.3,11.6,1100,3.33,26.06,,6.8,1.3,26.5
252,영광군,2020-05-30,21.2,,,,14.4,5.8,1100,2.75,19.06,,8.9,1,25.7
252,영광군,2020-05-31,19.9,,.5,.7,14.4,2.4,1000,2.23,14.72,,8.8,2.8,24.3
252,영광군,2020-06-01,18.9,,.1,.3,14.4,9.4,1200,3.75,26.42,,3.5,3.3,24
252,영광군,2020-06-02,20,,,,14.4,6.4,1100,2.63,20.31,,6.6,2.3,28
252,영광군,2020-06-03,22,,.1,.2,14.4,2.5,1400,2.18,13.36,,8.1,4.4,26
252,영광군,2020-06-04,23.7,,,,14.4,11.7,1200,3.48,28.29,,3.4,1.9,31
252,영광군,2020-06-05,21.8,,,,14.4,4.8,1300,3.22,19.78,,7.4,3.3,28.7
252,영광군,2020-06-06,21.3,,,,14.5,8.7,1200,3.2,23.7,,6.8,1.4,29.6
252,영광군,2020-06-07,21.5,,,,14.5,10,1200,3.33,26.3,,3,.5,30.2
252,영광군,2020-06-08,23.8,,,,14.5,12.3,1200,3.52,29.19,,.4,0,31.5
252,영광군,2020-06-09,25.2,,,,14.5,10.1,1200,3.62,27.68,,2.5,1.1,33
252,영광군,2020-06-10,24,,5,10.8,14.5,7,1100,3.43,19.59,,7.5,1.1,27.9
252,영광군,2020-06-11,23.6,,2.2,4.4,14.5,2.3,1600,2.08,13.03,,8.1,3.5,26
252,영광군,2020-06-12,22.5,,6.4,12.3,14.5,2.3,1300,2.77,12.61,,8.9,4,27.8
252,영광군,2020-06-13,23.8,,11.9,24.9,14.5,.3,1300,1.32,7.46,,9.6,5.4,27.1
252,영광군,2020-06-14,22.7,,8,30.3,14.5,3.5,1500,2.31,11.4,,8.1,5,26.4
252,영광군,2020-06-15,21.6,,,,14.5,11.1,1300,3.68,29.68,,4.4,.1,29.6
252,영광군,2020-06-16,22.4,,,,14.5,11.1,1200,3.62,28.43,,7,.5,29.2
252,영광군,2020-06-17,20.9,,.5,.9,14.5,2,1100,2.48,14.56,,9.4,.1,24.5
252,영광군,2020-06-18,18.6,,7.6,33.5,14.5,0,1300,.76,4.78,,7.6,2.6,20
252,영광군,2020-06-19,21.6,,.5,1.2,14.6,8.6,1300,3.52,25.86,,4.3,0,27.5
252,영광군,2020-06-20,21.8,,,,14.5,7.3,1000,2.83,20.56,,6.1,1,27.9
252,영광군,2020-06-21,22.9,,.3,.3,14.5,9.8,1100,3.48,25.53,,4.6,.4,31.4
252,영광군,2020-06-22,22.9,,,,14.5,12.1,1200,3.57,29.23,,2.5,0,30.5
252,영광군,2020-06-23,24.9,,,,14.6,8.8,1100,3.7,24.21,,7,.5,30.7
252,영광군,2020-06-24,22.6,,6.1,12.7,14.5,.1,900,1.15,6.01,,9,2.5,23.5
252,영광군,2020-06-25,21.7,,.3,.4,14.5,.1,1100,1.15,7.11,,9.5,3.5,24.1
252,영광군,2020-06-26,22.6,,,,14.5,6.6,1400,3.26,21.95,,6.3,,30.2
252,영광군,2020-06-27,23.3,,,,14.5,6.1,1200,3.09,19.62,,6.8,.5,27.6
252,영광군,2020-06-28,22.6,,,,14.5,7.8,1300,3.45,22.54,,3.4,2.9,28.5
252,영광군,2020-06-29,21.1,,10.6,37.6,14.5,0,900,.78,4.19,,9.1,4.9,21.9
252,영광군,2020-06-30,19.6,,1.6,10.5,14.5,0,1400,1.01,6.11,,6.6,3,21.2
252,영광군,2020-07-01,21.4,,.1,.1,14.5,9.4,1200,3.59,25.68,,6,1.1,27.6
252,영광군,2020-07-02,22.3,,,,14.5,5.8,1400,2.32,17.36,,8.3,.4,27.7
252,영광군,2020-07-03,20.3,,4.1,5.8,14.5,0,1200,1.54,6.15,,9.9,3.5,21.9
252,영광군,2020-07-04,20.1,,0,0,14.5,0,1300,1.2,7.32,,9.1,6.8,23
252,영광군,2020-07-05,21.8,,.1,.1,14.5,1.8,1200,2.58,15.93,,7.5,2,25.2
252,영광군,2020-07-06,22.7,,1.5,2,14.5,.5,1100,1.56,9.27,,7.1,3.8,25.9
252,영광군,2020-07-07,23.4,,.4,.4,14.4,9.5,1300,3.34,25.11,,3.8,.9,30.8
252,영광군,2020-07-08,22.9,,,,14.4,6.8,1300,2.74,21.7,,6.6,1.9,28.9
252,영광군,2020-07-09,24.9,,0,0,14.4,7.3,1000,3.08,21.29,,4.5,1.6,31.7
252,영광군,2020-07-10,24.7,,5.8,13.4,14.4,2.3,1000,2.31,15.26,,8,,28.3
252,영광군,2020-07-11,23.9,,,,14.4,4.3,1100,2.61,19.15,,,,31.1
252,영광군,2020-07-12,21.6,,20.7,63.6,14.4,0,1200,.63,3.35,,,,22.6
252,영광군,2020-07-13,21.6,,23.1,95.9,14.4,.4,1200,1.8,5.9,,8,,22
252,영광군,2020-07-14,19.8,,2.1,7.7,14.3,0,1200,1.12,5.53,,8.1,3,20.8
252,영광군,2020-07-15,20.5,,1.6,6.1,14.3,.9,1500,1.5,8.81,,8.1,3.4,25.5
252,영광군,2020-07-16,22,,0,0,14.3,5.7,1300,3.52,22.04,,6.4,4.1,26.5
252,영광군,2020-07-17,22.9,,,,14.3,10,1100,3.13,24.04,,4.9,.5,29.7
252,영광군,2020-07-18,23.2,,0,0,14.3,3,1200,2.5,16.12,,8.5,2.3,25.6
252,영광군,2020-07-19,25.6,,.3,.6,14.2,.7,800,1.35,7.8,,9,2.1,26.8
252,영광군,2020-07-20,23.7,,19,32.3,14.2,.1,1200,1.29,7.55,,9.4,3.8,26.1
252,영광군,2020-07-21,23.8,,6.1,9.2,14.2,6.7,1200,3.36,21.72,,7.1,3.3,30.1
252,영광군,2020-07-22,22,,4.8,16.1,14.2,0,900,.63,5.36,,9.9,2.5,23.4
252,영광군,2020-07-23,22.7,,15.7,56.2,14.2,0,1400,.75,2.98,,9.1,1.6,23.1
252,영광군,2020-07-24,21.1,,2,10.1,14.1,.4,1400,1.67,8.81,,7.6,1.8,23.5
252,영광군,2020-07-25,22.5,,1.5,4.4,14.1,.7,1200,1.93,11.26,,7.8,2,25.6
252,영광군,2020-07-26,22.7,,,,14.1,3,1200,3.06,16.95,,9.3,2.1,27.3
252,영광군,2020-07-27,22.7,,4.1,8.7,14.1,.2,1000,1.6,9.22,,9.9,.6,25.3
252,영광군,2020-07-28,24.9,,.5,1.3,14,0,1100,1.57,10.52,,9.5,1.3,27.5
252,영광군,2020-07-29,25.4,,66.4,191.6,14,.1,1500,1.13,5.63,,9.3,2.9,25.7
252,영광군,2020-07-30,26.3,,2.6,5.6,14,1,1200,2.02,11.96,,8.4,4.3,29
252,영광군,2020-07-31,26.9,,.2,.2,13.9,2.5,1100,2.16,15.39,,9.6,1.6,31.6
252,영광군,2020-08-01,26.2,,13.1,14.4,13.9,1.9,1100,2.05,11.17,,8.3,1,28.7
252,영광군,2020-08-02,27.5,,0,0,13.9,2.5,1200,2.67,15.64,,7.9,1,30
252,영광군,2020-08-03,27.7,,,,13.9,1.7,1300,2.54,15.28,,8,.6,28.9
252,영광군,2020-08-04,28.6,,,,13.8,8.1,1300,3.44,21.79,,7.3,.5,32.1
252,영광군,2020-08-05,28.3,,2.9,4.2,13.8,4.5,1200,2.66,16.59,,8.1,.9,30.9
252,영광군,2020-08-06,25.8,,5.8,15.7,13.8,0,1200,.46,2.33,,9.8,4,26
252,영광군,2020-08-07,24.9,,44.4,94.9,13.7,0,1500,.35,1.53,,10,1.6,25.3
252,영광군,2020-08-08,25.2,,50.8,152.4,13.7,0,1500,.47,2.19,,9.6,4.1,25.2
252,영광군,2020-08-09,28.1,,1.7,2.6,13.7,4.1,1300,3.46,18.12,,8.1,1,29.7
252,영광군,2020-08-10,27,,34.5,45.5,13.7,3.4,1000,2.3,12.07,,8.1,1.5,28.4
252,영광군,2020-08-11,27,,.9,2.7,13.6,0,1200,1.39,8.51,,7.3,1.4,27.6
252,영광군,2020-08-12,28.1,,.1,.1,13.6,2.8,1100,2.43,15.47,,8,1.1,30.2
252,영광군,2020-08-13,28.2,,,,13.6,5.6,1400,2.54,17.94,,4,2.3,30.4
252,영광군,2020-08-14,28.5,,,,13.5,8.8,1400,2.8,21.87,,5.7,.6,34.3
252,영광군,2020-08-15,28.5,,,,13.5,11.4,1300,3.31,25.17,,3.4,.1,34
252,영광군,2020-08-16,28.4,,,,13.5,11.7,1200,3.54,26.19,,2.9,.1,34
252,영광군,2020-08-17,27.9,,,,13.4,11,1300,3.15,24.87,,2.6,.3,35.8
252,영광군,2020-08-18,27,,,,13.4,11,1200,3.42,26.71,,2.5,1.1,35.2
252,영광군,2020-08-19,26.5,,,,13.4,12,1200,3.42,26.71,,1,0,35.2
252,영광군,2020-08-20,26.4,,,,13.3,9.5,1200,3.43,24.54,,2.1,.3,32.7
252,영광군,2020-08-21,26.7,,,,13.3,10.8,1200,3.59,24.36,,2.3,.5,34.1
252,영광군,2020-08-22,26.7,,0,0,13.3,1.1,1400,1.86,12.35,,9,.4,31.1
252,영광군,2020-08-23,27,,,,13.2,8.4,1000,2.83,20.89,,5.5,0,34
252,영광군,2020-08-24,27.9,,,,13.2,10.7,1200,3.31,23.62,,4,.9,35.3
252,영광군,2020-08-25,29.2,,,,13.2,10.6,1400,2.9,22.2,,4.8,0,36.5
252,영광군,2020-08-26,27.3,,13.9,36.6,13.1,1.4,900,1.54,7.21,,9.1,1.1,28.8
252,영광군,2020-08-27,28.1,,.8,2.2,13.1,3.3,1400,2.01,13.96,,7.1,.9,30.9
252,영광군,2020-08-28,27.6,,3.2,3.2,13.1,7.6,1200,3.05,17.81,,5.1,.5,32
252,영광군,2020-08-29,26.7,,4.8,6.8,13,2.1,1000,1.69,10.69,,8.3,1.4,28.3
252,영광군,2020-08-30,27.6,,,,13,11.4,1200,3.46,25.2,,6.1,1.4,36.4
252,영광군,2020-08-31,27.1,,1.1,1.1,12.9,7.2,1000,2.66,16.37,,5.3,.3,32.4
252,영광군,2020-09-01,27.1,,.5,.7,12.9,5.1,1000,2.73,16.37,,5.9,1.1,33.7
252,영광군,2020-09-02,24.6,,8.1,52.6,12.9,0,1200,.97,4.63,,10,3.6,25.6
252,영광군,2020-09-03,22.9,,18.4,42.4,12.8,3.2,1000,2.41,14.14,,4.4,1.6,24.3
252,영광군,2020-09-04,23.6,,,,12.8,9.2,1200,2.87,21,,4,.5,28.2
252,영광군,2020-09-05,21.9,,0,0,12.8,.2,1100,1.34,7.71,,9.6,.8,23.8
252,영광군,2020-09-06,20.6,,2.5,15.3,12.7,0,1100,1.2,5.51,,10,.5,22
252,영광군,2020-09-07,20.5,,17.5,95.4,12.7,.1,1200,1.15,5.69,,7.5,2,20.2
252,영광군,2020-09-08,24.1,,0,0,12.7,8.1,1100,2.79,19.64,,4,.3,27.9
252,영광군,2020-09-09,21.7,,7.6,15.9,12.6,4.6,1300,3.09,14.17,,6.1,1.1,25.3
252,영광군,2020-09-10,22.9,,,,12.6,5.7,1200,2.31,15.39,,7.3,0,28.1
252,영광군,2020-09-11,20.1,,11.4,22.7,12.6,0,900,.83,3.96,,10,1.1,21.9
252,영광군,2020-09-12,20.7,,4.4,9.6,12.5,1.6,1200,2.47,12.18,,6.5,3.4,24
252,영광군,2020-09-13,20.6,,2.7,3.9,12.5,2.3,1300,2.6,10.42,,6.3,3.1,25.4
252,영광군,2020-09-14,20.9,,,,12.5,8.4,1100,3.29,18.67,,6.1,.8,28.3
252,영광군,2020-09-15,22,,,,12.4,8.7,1100,3.01,19.37,,6.4,1.6,30.4
252,영광군,2020-09-16,22.1,,.9,1.7,12.4,.3,1000,1.56,8.21,,5.6,1.1,24
252,영광군,2020-09-17,20.7,,3.8,6,12.3,0,1200,1.07,6.01,,10,.9,22.1
252,영광군,2020-09-18,19.7,,.2,.5,12.3,6.1,1400,2.45,13.89,,5.4,.5,24.1
252,영광군,2020-09-19,19.6,,,,12.3,9.9,1100,2.84,19.51,,3,.1,25
252,영광군,2020-09-20,18.6,,,,12.2,10.8,1300,3.07,21.98,,2.6,0,26.2
252,영광군,2020-09-21,18,,,,12.2,10.7,1300,3.03,20.12,,5,0,24.7
252,영광군,2020-09-22,18.3,,,,12.2,6.5,1200,3.04,16.43,,6.5,1.4,23.5
252,영광군,2020-09-23,18.3,,,,12.1,2.4,1200,1.77,11.05,,9,.6,20.9
252,영광군,2020-09-24,19.9,,,,12.1,10.2,1200,3.03,17.95,,6.3,3.5,25
252,영광군,2020-09-25,20,,,,12.1,10,1200,3.02,21.11,,4.3,1,27.5
252,영광군,2020-09-26,19.4,,,,12,9.6,1100,2.93,19.98,,3.3,0,25.8
252,영광군,2020-09-27,19.2,,,,12,10.6,1000,2.55,19.43,,2.1,.3,25.8
252,영광군,2020-09-28,18.6,,,,11.9,10.8,1100,2.84,18.43,,2,0,25.4
252,영광군,2020-09-29,18.2,,,,11.9,9.1,1100,2.69,17.52,,5.9,.6,23.7
252,영광군,2020-09-30,18.1,,,,11.9,10.1,1300,2.67,18.07,,4,.4,23.9
252,영광군,2020-10-01,18,,,,11.8,6.3,1200,2.32,14.72,,6.3,1.3,23.1
252,영광군,2020-10-02,19.7,,,,11.8,7.5,1200,2.7,15.48,,6.5,1.5,25.5
252,영광군,2020-10-03,19.8,,1.4,2.4,11.8,3.8,1300,2.69,12.51,,9.4,.6,23.5
252,영광군,2020-10-04,18,,6.4,9.7,11.7,.1,900,.69,3.93,,9.4,1.4,20.1
252,영광군,2020-10-05,14.6,,,,11.7,9.6,1100,2.86,18.45,,5.1,.3,20.7
252,영광군,2020-10-06,14.6,,,,11.6,10.5,1200,2.94,20.36,,3.9,2,20.4
252,영광군,2020-10-07,15.9,,,,11.6,9.7,1200,2.96,17.34,,5.8,2.4,22
252,영광군,2020-10-08,16.8,,,,11.6,11.1,1200,2.88,19.95,,.5,0,22
252,영광군,2020-10-09,15.6,,,,11.5,11.1,1200,2.87,19.77,,2.9,0,21.6
252,영광군,2020-10-10,16,,,,11.5,10.8,1100,2.72,18.12,,3.9,.1,21.5
252,영광군,2020-10-11,17.2,,,,11.5,7.7,1300,2.38,14.56,,6,1.5,23.1
252,영광군,2020-10-12,16.6,,0,0,11.4,6.9,1200,2.76,15.39,,6.5,.8,19.3
252,영광군,2020-10-13,13.2,,,,11.4,3.6,1100,1.98,11.43,,7.6,.5,15.7
252,영광군,2020-10-14,13.8,,,,11.4,2.2,1400,2,7.48,,7.3,3.3,14.7
252,영광군,2020-10-15,12.6,,,,11.3,8.4,1200,2.77,16.19,,6.9,1,17.9
252,영광군,2020-10-16,11.8,,,,11.3,0,1400,.93,5.25,,8.9,2.3,14.4
252,영광군,2020-10-17,12.2,,,,11.2,10.3,1300,2.54,16.96,,2.8,.5,17.2
252,영광군,2020-10-18,12.3,,,,11.2,10.5,1200,2.8,18.29,,3.3,0,17.1
252,영광군,2020-10-19,13.1,,,,11.2,9.8,1200,2.62,16.04,,3,0,16.6
252,영광군,2020-10-20,13.4,,,,11.1,10,1200,2.67,17.2,,3.5,.1,17.5
252,영광군,2020-10-21,14,,1.9,4.4,11.1,.5,900,.85,4.17,,9.1,1,16.4
252,영광군,2020-10-22,13.1,,,,11.1,2.5,1200,1.57,8.72,,6.8,.5,14.7
252,영광군,2020-10-23,12.1,,,,11,5.7,1200,2.58,13.59,,6.1,3.9,14.7
252,영광군,2020-10-24,11.1,,,,11,9.6,1200,2.67,17.15,,3.1,1.5,14.2
252,영광군,2020-10-25,11.4,,,,11,9.6,1200,2.68,15.47,,4.1,.1,13.9
252,영광군,2020-10-26,10.9,,,,10.9,9.7,1200,2.46,14.93,,4.3,0,14.1
252,영광군,2020-10-27,12.4,,,,10.9,9,1200,2.18,13.97,,5.3,0,15.6
252,영광군,2020-10-28,14.1,,0,0,10.9,7.9,1300,2.24,13.42,,5.3,.1,17.5
252,영광군,2020-10-29,10.3,,,,10.8,10.2,1100,2.41,16.03,,2.6,1.3,13.8
252,영광군,2020-10-30,10.3,,,,10.8,10,1200,2.43,15.31,,3,1,14.1
252,영광군,2020-10-31,13.1,,0,0,10.8,9.3,1100,2.44,14.98,,6,1.4,16.4
252,영광군,2020-11-01,12.1,,,6.2,10.7,0,1400,.41,1.6,,8.9,3.5,13.4
252,영광군,2020-11-02,11.8,,,.4,10.7,8.3,1200,2.29,12.6,,4.5,0,14.5
252,영광군,2020-11-03,9.1,,,1.3,10.7,6,1300,1.93,12.07,,7.6,2.5,11.9
252,영광군,2020-11-04,6.8,,,,10.7,10.2,1200,2.48,15.51,,2.5,1.5,11.4
252,영광군,2020-11-05,9.2,,,,10.6,8.4,1200,2.41,13.3,,7.1,1.9,12.1
252,영광군,2020-11-06,12.5,,,0,10.6,0,1000,.47,2.16,,7.8,4.5,11.6
252,영광군,2020-11-07,11.8,,,,10.6,7.8,1200,1.92,11.18,,3.4,.1,13.8
252,영광군,2020-11-08,9.4,,,,10.5,8.9,1200,2.36,13.77,,2.6,.8,10.7
252,영광군,2020-11-09,6.9,,,,10.5,10,1200,2.37,14.71,,1.5,.3,10.7
252,영광군,2020-11-10,8.4,,,0,10.5,9.9,1200,2.35,14.64,,2.6,.5,11.8
252,영광군,2020-11-11,8.3,,,,10.4,9.9,1200,2.26,14.06,,3.4,0,11.4
252,영광군,2020-11-12,8.8,,,,10.4,9.8,1200,2.24,13.76,,2.3,0,11.2
252,영광군,2020-11-13,9.5,,,,10.4,9.4,1200,2.1,12.6,,2.1,0,11.4
252,영광군,2020-11-14,11,,,,10.4,6.2,1200,2.17,11.19,,6.4,.1,12.8
252,영광군,2020-11-15,12,,,,10.3,8.5,1200,1.96,11.89,,4.4,1.4,14.9
252,영광군,2020-11-16,11.5,,,,10.3,8.5,1100,2.09,12.01,,6.3,.3,13.2
252,영광군,2020-11-17,16.9,,,2.2,10.3,3.1,1200,2.15,7.53,,6.5,1.1,18
252,영광군,2020-11-18,20.4,,,1.4,10.2,1.1,1100,1.44,5.44,,8.3,.1,17.4
252,영광군,2020-11-19,16.6,,,55.7,10.2,0,1100,.19,.81,,9.4,2.9,17
252,영광군,2020-11-20,8.5,,,,10.2,0,1300,.2,.86,,9.4,8.5,9.3
252,영광군,2020-11-21,8.6,,,,10.2,7.2,1200,2.13,11.48,,5.5,3.4,11.9
252,영광군,2020-11-22,9,,,4.7,10.1,0,900,.37,1.38,,9.6,7.5,9.8
252,영광군,2020-11-23,5.3,,,,10.1,.4,1200,1.11,4.32,,8.5,6.9,5.8
252,영광군,2020-11-24,5.6,,,,10.1,7.2,1200,2.17,11.67,,4.5,2,7.7
252,영광군,2020-11-25,6.3,,,,10.1,9.2,1200,2.08,12.5,,4.3,1,7.9
252,영광군,2020-11-26,7.5,,,,10.1,7.2,1100,1.81,9.71,,7.3,.8,9.1
252,영광군,2020-11-27,7,,,0,10,.1,1300,.61,3.24,,9.1,4.6,7.5
252,영광군,2020-11-28,4.8,,,0,10,3.8,1000,1.6,7.67,,8.5,5.4,6
252,영광군,2020-11-29,4,,,0,10,.7,1400,.63,3.29,,8.5,4.8,5.9
252,영광군,2020-11-30,3.6,,,0,10,4.4,1300,1.94,9.43,,7.1,3.4,6.1
252,영광군,2020-12-01,2.3,,,,10,9,1300,2.04,11.93,,4.3,.5,3.7
252,영광군,2020-12-02,3.3,,,,10,7.6,1200,2.1,10.86,,4.3,2.6,4
252,영광군,2020-12-03,2.9,,,0,9.9,4.3,1100,1.54,7.76,,8.3,2.5,4.6
252,영광군,2020-12-04,1.7,,,,9.9,6.5,1400,1.52,8.78,,6.1,1.8,3.2
252,영광군,2020-12-05,3.1,,,,9.9,8.9,1100,1.73,10.17,,6.6,2.6,4.4
252,영광군,2020-12-06,3.3,,,,9.9,9.3,1200,1.92,11.65,,2.8,.5,5.3
252,영광군,2020-12-07,4.2,,,0,9.9,.3,1300,.97,3.92,,7.8,.8,2.9
252,영광군,2020-12-08,2.5,,,,9.9,4.6,1400,1.39,7.46,,7.9,1.5,5
252,영광군,2020-12-09,2.1,,,,9.9,9.4,1200,1.98,11.56,,3.5,1.8,3.1
252,영광군,2020-12-10,5,,,,9.8,3.3,1400,1.44,5.86,,8.3,4.9,6.7
252,영광군,2020-12-11,5.7,,,,9.8,1.2,1100,1.28,3.86,,8.6,1.1,5.6
252,영광군,2020-12-12,4.7,,,,9.8,8.7,1200,1.94,10.77,,3.8,.3,5.1
252,영광군,2020-12-13,3.5,,,.6,9.8,3.8,1100,1.45,5.61,,7.9,.3,2.4
252,영광군,2020-12-14,-3.5,,,,9.8,.7,1200,.33,1.28,,9.8,3.6,.1
252,영광군,2020-12-15,-4.6,,,.1,9.8,7.7,1400,1.38,5.92,,8.8,4.1,.9
252,영광군,2020-12-16,-4,,,.4,9.8,5.4,1400,1.84,8.18,,8.3,3.3,1.1
252,영광군,2020-12-17,-2.5,,,0,9.8,9.2,1100,2.53,11.4,,3,.8,1.8
252,영광군,2020-12-18,1.3,,,.2,9.8,3.1,1100,1.2,6.03,,8.9,3.4,1.7
252,영광군,2020-12-19,-1.6,,,0,9.8,8.9,1200,2.09,12.06,,3.9,1.5,1.3
252,영광군,2020-12-20,-1.4,,,.3,9.8,8.1,1100,1.23,7.01,,6.4,1.1,1.3
252,영광군,2020-12-21,1,,,,9.8,4.4,1300,1.88,8.22,,5.5,1.1,1.5
252,영광군,2020-12-22,1.4,,,0,9.8,4,1300,1.27,5.75,,5.8,.1,2.7
252,영광군,2020-12-23,3.7,,,,9.8,4.9,1300,1.21,6.8,,5.1,1.1,3.1
252,영광군,2020-12-24,4.4,,,,9.8,7.7,1200,1.87,9.84,,4.1,.9,4.7
252,영광군,2020-12-25,1.9,,,.2,9.8,6.3,1200,1.78,8.72,,6.8,2.6,3.4
252,영광군,2020-12-26,2.9,,,,9.8,8.7,1300,1.98,10.3,,7.5,1.9,3.1
252,영광군,2020-12-27,4.3,,,8.1,9.8,0,1000,.42,1.7,,9.8,1.3,3.6
252,영광군,2020-12-28,4,,,,9.8,9.1,1200,1.96,11.46,,4.1,.3,4.6
252,영광군,2020-12-29,2,,,1.3,9.8,.6,1100,1.15,3.7,,9.5,3,3
252,영광군,2020-12-30,-4.6,,,3.7,9.8,1.5,1100,1.23,5.76,,9.5,2.5,.7
252,영광군,2020-12-31,-4.7,,,1.4,9.8,4.3,1100,1.24,5.3,,8.3,3.9,.4
252,영광군,2021-01-01,-.9,,,.4,9.8,3,1200,1.65,8.1,,8.4,4.4,.5
252,영광군,2021-01-02,-1.2,,,.7,9.8,8,1100,2.43,12.13,,6.3,3.4,.2
252,영광군,2021-01-03,-2.3,,,,9.9,5.4,1200,1.85,8.25,,8.3,0,-.9
252,영광군,2021-01-04,-1.1,,,0,9.9,4.8,1300,1.56,7.46,,4.5,1.4,-.3
252,영광군,2021-01-05,-1.1,,,.3,9.9,2.9,1000,1.06,6.61,,9,3,.9
252,영광군,2021-01-06,-3.9,,,1.1,9.9,5.5,1400,1.92,7.88,,8.6,2.6,2
252,영광군,2021-01-07,-9.2,,,4.5,9.9,.2,900,.47,1.55,,8.4,3.4,.1
252,영광군,2021-01-08,-12.4,,,.3,9.9,8.4,1200,.33,1.98,,6.1,4.1,-.1
252,영광군,2021-01-09,-10.3,,,.1,9.9,8.2,1400,.9,4.13,,4.5,3,-.6
252,영광군,2021-01-10,-7,,,0,10,3.8,1100,1.29,6.09,,7.4,3,-.8
252,영광군,2021-01-11,-4.6,,,0,10,0,1400,.76,3.72,,8.9,2,-.5
252,영광군,2021-01-12,-1.6,,,.3,10,4.3,1200,1.85,8.43,,5.9,.8,-.3
252,영광군,2021-01-13,4.2,,,,10,8.7,1200,1.9,10.89,,2.5,.3,-.2
252,영광군,2021-01-14,4.6,,,,10,8.3,1200,1.99,11.06,,1.3,.1,4
252,영광군,2021-01-15,8.3,,,,10.1,1.6,1100,1.41,6.13,,9,1.5,7.3
252,영광군,2021-01-16,-.2,,,0,10.1,0,1100,.65,3.15,,9.6,5.5,.9
252,영광군,2021-01-17,-2.8,,,.6,10.1,7.7,1200,1.51,8.8,,8,2.1,1.8
252,영광군,2021-01-18,.9,,,3.2,10.1,4.4,1300,1.83,7.44,,8.4,.6,1.9
252,영광군,2021-01-19,-3.2,,,,10.1,9.8,1200,2.23,13.53,,.9,0,.5
252,영광군,2021-01-20,2.4,,,,10.2,9.3,1200,2.21,12.88,,3,1.3,3.1
252,영광군,2021-01-21,7.6,,,7.5,10.2,1.6,1000,.82,3.03,,9.3,2,6.1
252,영광군,2021-01-22,7.4,,,1.9,10.2,0,1400,.49,2.05,,8.9,2.6,8.1
252,영광군,2021-01-23,7.6,,,4.8,10.2,0,1200,.46,1.9,,9.8,2,7.7
252,영광군,2021-01-24,7.3,,,.2,10.3,9,1100,1.99,11.68,,4.9,1,9.1
252,영광군,2021-01-25,6.6,,,.1,10.3,9.3,1300,2.05,12.98,,5.8,2.9,9.3
252,영광군,2021-01-26,5.6,,,5.2,10.3,.9,1300,1.53,4.01,,9.9,4.8,7.1
252,영광군,2021-01-27,3.3,,,,10.3,8.7,1200,2.31,13.43,,5.6,0,5.4
