지점,지점명,일시,평균기온(°C),강수 계속시간(hr),1시간 최다강수량(mm),일강수량(mm),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C)
106,동해,2016-12-27,2.6,,,10.2,9.6,0,,,,,,,1.9
106,동해,2016-12-28,2.1,,,.2,9.6,8.6,,,,,,,1.2
106,동해,2016-12-29,1.9,,,,9.6,8.5,,,,,,,.3
106,동해,2016-12-30,3,,,,9.6,8.7,,,,,,,-1
106,동해,2016-12-31,5.7,,,,9.6,8.4,,,,,,,1
106,동해,2017-01-01,7.1,,,,9.6,7,,,,,,,.7
106,동해,2017-01-02,10,,,,9.7,8.6,,,,,,,3.1
106,동해,2017-01-03,8.2,,,,9.7,8.6,,,,,,,1.9
106,동해,2017-01-04,7.7,,,,9.7,8.4,,,,,,,2.2
106,동해,2017-01-05,4,,,25.4,9.7,0,,,,,,,1.6
106,동해,2017-01-06,5.6,,,2.8,9.7,4.7,,,,,,,3.7
106,동해,2017-01-07,6.6,,,,9.7,8.2,,,,,,,2.6
106,동해,2017-01-08,7.7,,,2.2,9.7,.1,,,,,,,5.5
106,동해,2017-01-09,7.3,,,,9.8,8.3,,,,,,,2.6
106,동해,2017-01-10,3,,,,9.8,8.7,,,,,,,-1.3
106,동해,2017-01-11,.9,,,,9.8,8.9,,,,,,,-2.9
106,동해,2017-01-12,3.4,,,,9.8,8.2,,,,,,,-1.1
106,동해,2017-01-13,-.2,,,,9.8,7.4,,,,,,,-2.9
106,동해,2017-01-14,-3.7,,,,9.9,8.9,,,,,,,-4.7
106,동해,2017-01-15,.2,,,,9.9,9,,,,,,,-3.8
106,동해,2017-01-16,1.8,,,,9.9,4.8,,,,,,,-1.4
106,동해,2017-01-17,3.2,,,,9.9,8.8,,,,,,,-1.4
106,동해,2017-01-18,4.5,,,,9.9,7.5,,,,,,,.3
106,동해,2017-01-19,3.8,,,,10,8.3,,,,,,,.8
106,동해,2017-01-20,1.5,,,1.8,10,1.9,,,,,,,-.7
106,동해,2017-01-21,-.3,,,0,10,7.2,,,,,,,0
106,동해,2017-01-22,-2,,,0,10,9,,,,,,,0
106,동해,2017-01-23,-3,,,,10.1,9.1,,,,,,,-.1
106,동해,2017-01-24,-1.1,,,,10.1,9.2,,,,,,,-.2
106,동해,2017-01-25,.5,,,,10.1,9.2,,,,,,,-.6
106,동해,2017-01-26,4.5,,,,10.2,6.7,,,,,,,-.9
106,동해,2017-01-27,5.8,,,0,10.2,8.5,,,,,,,-.3
106,동해,2017-01-28,4.1,,,,10.2,8.3,,,,,,,-.9
106,동해,2017-01-29,6,,,2.5,10.2,0,,,,,,,1.6
106,동해,2017-01-30,2,,,.2,10.3,4.6,,,,,,,.5
106,동해,2017-01-31,1,,,,10.3,7.6,,,,,,,.2
106,동해,2017-02-01,2.4,,,,10.3,8,,,,,,,-.3
106,동해,2017-02-02,5.1,,,,10.4,9.5,,,,,,,-.3
106,동해,2017-02-03,6.6,,,,10.4,9.5,,,,,,,1.4
106,동해,2017-02-04,8.3,,,,10.4,7,,,,,,,2.8
106,동해,2017-02-05,8.1,,,0,10.5,4.9,,,,,,,3.6
106,동해,2017-02-06,3.8,,,,10.5,9,,,,,,,1.1
106,동해,2017-02-07,3.8,,,,10.5,4.1,,,,,,,1.1
106,동해,2017-02-08,4.4,,,,10.6,3.3,,,,,,,1.9
106,동해,2017-02-09,1.1,,,0,10.6,5,,,,,,,.3
106,동해,2017-02-10,-2,,,,10.6,9.9,,,,,,,-.8
106,동해,2017-02-11,-.4,,,,10.7,9.8,,,,,,,-.4
106,동해,2017-02-12,2,,,,10.7,9.8,,,,,,,.3
106,동해,2017-02-13,4,,,,10.8,9.8,,,,,,,.8
106,동해,2017-02-14,3.6,,,,10.8,5.2,,,,,,,2.2
106,동해,2017-02-15,7.7,,,,10.8,9.7,,,,,,,3.1
106,동해,2017-02-16,13.4,,,,10.9,9.5,,,,,,,7.4
106,동해,2017-02-17,8.8,,,0,10.9,5.3,,,,,,,7.5
106,동해,2017-02-18,3.7,,,,10.9,7.7,,,,,,,1.3
106,동해,2017-02-19,6.2,,,,11,4.1,,,,,,,4.5
106,동해,2017-02-20,6.8,,,0,11,6.7,,,,,,,6.5
106,동해,2017-02-21,3.6,,,,11.1,9.6,,,,,,,4.5
106,동해,2017-02-22,6,,,5.5,11.1,0,,,,,,,4.3
106,동해,2017-02-23,5.5,,,.2,11.1,9,,,,,,,4.7
106,동해,2017-02-24,3.5,,,,11.2,10.2,,,,,,,2.4
106,동해,2017-02-25,6.6,,,,11.2,10.1,,,,,,,4.5
106,동해,2017-02-26,5.5,,,,11.3,6.5,,,,,,,3.9
106,동해,2017-02-27,5.2,,,,11.3,6.4,,,,,,,3.3
106,동해,2017-02-28,7.9,,,,11.3,10,,,,,,,6.1
106,동해,2017-03-01,9.9,,,0,11.4,.3,,,,,,,7.7
106,동해,2017-03-02,4.9,,,11,11.4,.2,,,,,,,4.2
106,동해,2017-03-03,7.6,,,,11.5,9.6,,,,,,,4.5
106,동해,2017-03-04,8.3,,,,11.5,7.6,,,,,,,4.5
106,동해,2017-03-05,8.1,,,0,11.5,5,,,,,,,7.2
106,동해,2017-03-06,5.2,,,,11.6,7.2,,,,,,,3.9
106,동해,2017-03-07,2.7,,,,11.6,10.4,,,,,,,3.7
106,동해,2017-03-08,3.9,,,,11.7,10.5,,,,,,,4.3
106,동해,2017-03-09,7.4,,,,11.7,9.1,,,,,,,6
106,동해,2017-03-10,6.8,,,,11.7,10.5,,,,,,,7.9
106,동해,2017-03-11,8.7,,,,11.8,10.5,,,,,,,9
106,동해,2017-03-12,11.9,,,,11.8,.6,,,,,,,8.8
106,동해,2017-03-13,8.5,,,,11.9,6.9,,,,,,,9.1
106,동해,2017-03-14,4.7,,,8.1,11.9,1.1,,,,,,,5.5
106,동해,2017-03-15,6.2,,,,11.9,3.6,,,,,,,5.2
106,동해,2017-03-16,7.3,,,,12,9.9,,,,,,,7.5
106,동해,2017-03-17,8.5,,,,12,10.5,,,,,,,8.6
106,동해,2017-03-18,11.9,,,,12,5.3,,,,,,,8.8
106,동해,2017-03-19,11,,,,12.1,10.4,,,,,,,10.6
106,동해,2017-03-20,11.6,,,,12.1,3,,,,,,,8.6
106,동해,2017-03-21,7.4,,,12.6,12.2,1.5,,,,,,,6.2
106,동해,2017-03-22,8.3,,,,12.2,9.5,,,,,,,8.3
106,동해,2017-03-23,9.2,,,0,12.3,2.7,,,,,,,6.8
106,동해,2017-03-24,8.2,,,0,12.3,3.3,,,,,,,9.2
106,동해,2017-03-25,7.9,,,1.3,12.3,.9,,,,,,,7.7
106,동해,2017-03-26,7.4,,,2.6,12.4,3.2,,,,,,,8.8
106,동해,2017-03-27,8.2,,,0,12.4,1.2,,,,,,,6.6
106,동해,2017-03-28,9.6,,,,12.5,8.2,,,,,,,9
106,동해,2017-03-29,11.2,,,,12.5,9.6,,,,,,,11.7
106,동해,2017-03-30,12.6,,,,12.5,9.8,,,,,,,13.8
106,동해,2017-03-31,8.8,,,5.2,12.6,0,,,,,,,8.8
106,동해,2017-04-01,7.4,,1.5,6.4,12.6,.7,,,,,,,7.9
106,동해,2017-04-02,9.7,,2,3.8,12.7,10.1,,,,,,,11.7
106,동해,2017-04-03,16.1,,,,12.7,11.1,,,,,,,13.9
106,동해,2017-04-04,15.5,,,,12.7,10.8,,,,,,,14.8
106,동해,2017-04-05,15.4,,.5,1.2,12.8,.3,,,,,,,12.9
106,동해,2017-04-06,15.8,,.3,1,12.8,5.2,,,,,,,13.8
106,동해,2017-04-07,14.7,,,,12.8,11.5,,,,,,,17
106,동해,2017-04-08,14.5,,,,12.9,9.2,,,,,,,18.1
106,동해,2017-04-09,12,,1.4,2.1,12.9,3.1,,,,,,,12.8
106,동해,2017-04-10,10.9,,,,13,10.7,,,,,,,15.6
106,동해,2017-04-11,11.5,,2.7,8.8,13,6.6,,,,,,,13.5
106,동해,2017-04-12,12.8,,0,0,13.1,11.3,,,,,,,15.5
106,동해,2017-04-13,14.8,,,,13.1,11.4,,,,,,,16.2
106,동해,2017-04-14,18.3,,0,0,13.1,3.1,,,,,,,15.8
106,동해,2017-04-15,21.5,,,,13.2,11.6,,,,,,,19.7
106,동해,2017-04-16,22.3,,,,13.2,5.1,,,,,,,20.7
106,동해,2017-04-17,14.7,,5.7,18.4,13.2,0,,,,,,,13.1
106,동해,2017-04-18,14.2,,1.3,2.7,13.3,7,,,,,,,15.9
106,동해,2017-04-19,14.2,,,,13.3,11.3,,,,,,,14.9
106,동해,2017-04-20,14.1,,,,13.4,1.6,,,,,,,14
106,동해,2017-04-21,13.6,,,,13.4,7.5,,,,,,,15.8
106,동해,2017-04-22,12.8,,.6,.6,13.4,12.2,,,,,,,18.5
106,동해,2017-04-23,16.5,,,,13.5,12.2,,,,,,,19.6
106,동해,2017-04-24,18,,,,13.5,11.3,,,,,,,21.2
106,동해,2017-04-25,19,,,,13.5,9,,,,,,,20.7
106,동해,2017-04-26,14.2,,.1,.1,13.6,8.7,,,,,,,18.6
106,동해,2017-04-27,13.4,,,,13.6,11.3,,,,,,,17.2
106,동해,2017-04-28,19.9,,,,13.6,9.6,,,,,,,21.8
106,동해,2017-04-29,18,,,,13.7,12.1,,,,,,,22.3
106,동해,2017-04-30,22.2,,,,13.7,9.2,,,,,,,23.3
106,동해,2017-05-01,15.9,,,,13.7,12.4,,,,,,,23.7
106,동해,2017-05-02,14.7,,,,13.8,11.6,,,,,,,21.5
106,동해,2017-05-03,15.9,,,,13.8,12.1,,,,,,,22.5
106,동해,2017-05-04,17.7,,,,13.9,9,,,,,,,22.2
106,동해,2017-05-05,21.5,,,,13.9,10.9,,,,,,,26.5
106,동해,2017-05-06,18.6,,,,13.9,10.5,,,,,,,24.3
106,동해,2017-05-07,20.4,,,,14,12.6,,,,,,,24.3
106,동해,2017-05-08,23.5,,,,14,8.3,,,,,,,25.7
106,동해,2017-05-09,15.4,,1,1.7,14,2,,,,,,,19.7
106,동해,2017-05-10,14.5,,.4,1.3,14,.9,,,,,,,16.5
106,동해,2017-05-11,21.6,,,,14.1,9.6,,,,,,,23.1
106,동해,2017-05-12,21.9,,,,14.1,0,,,,,,,21.5
106,동해,2017-05-13,16.7,,1.9,2,14.1,8.3,,,,,,,21.5
106,동해,2017-05-14,19.6,,,,14.2,12.8,,,,,,,22.1
106,동해,2017-05-15,18,,,,14.2,7.9,,,,,,,21.5
106,동해,2017-05-16,16.3,,,,14.2,9.3,,,,,,,23.1
106,동해,2017-05-17,16.3,,,,14.2,12.8,,,,,,,25.2
106,동해,2017-05-18,23,,,,14.3,12.9,,,,,,,27.8
106,동해,2017-05-19,27,,,,14.3,13,,,,,,,31.3
106,동해,2017-05-20,24.6,,,,14.3,11.8,,,,,,,31.6
106,동해,2017-05-21,21.5,,,,14.4,11.7,,,,,,,29
106,동해,2017-05-22,17.4,,,,14.4,12.1,,,,,,,24.7
106,동해,2017-05-23,17.4,,,,14.4,5.8,,,,,,,24.9
106,동해,2017-05-24,17.6,,4.7,12.9,14.4,6.4,,,,,,,22.1
106,동해,2017-05-25,20,,,,14.5,12.1,,,,,,,24.2
106,동해,2017-05-26,14.9,,0,0,14.5,4.4,,,,,,,21.8
106,동해,2017-05-27,16.6,,0,0,14.5,12.7,,,,,,,25.9
106,동해,2017-05-28,21.2,,,,14.5,11.9,,,,,,,26.7
106,동해,2017-05-29,23.3,,,,14.5,12.3,,,,,,,29.6
106,동해,2017-05-30,23.9,,,,14.5,1.5,,,,,,,25
106,동해,2017-05-31,22.9,,,,14.6,8.2,,,,,,,27.6
106,동해,2017-06-01,18.5,,28.9,43.1,14.6,3.1,,,,,,,22
106,동해,2017-06-02,16.6,,,,14.6,12.4,,,,,,,20.9
106,동해,2017-06-03,17.5,,0,0,14.6,12.9,,,,,,,24.1
106,동해,2017-06-04,17.8,,.5,.5,14.6,12.8,,,,,,,26
106,동해,2017-06-05,17.6,,0,0,14.6,13.1,,,,,,,27
106,동해,2017-06-06,17.1,,1.5,2.6,14.7,.8,,,,,,,21.3
106,동해,2017-06-07,17.4,,0,0,14.7,.3,,,,,,,19.6
106,동해,2017-06-08,24.3,,,,14.7,13.1,,,,,,,28.3
106,동해,2017-06-09,26.3,,,,14.7,6.1,,,,,,,28.5
106,동해,2017-06-10,19.5,,0,0,14.7,10.6,,,,,,,29
106,동해,2017-06-11,17.6,,,,14.7,11.7,,,,,,,28.3
106,동해,2017-06-12,17.5,,,,14.7,8.4,,,,,,,28.6
106,동해,2017-06-13,16.7,,12.6,12.8,14.7,7,,,,,,,24.8
106,동해,2017-06-14,21.4,,,,14.7,13.2,,,,,,,24.4
106,동해,2017-06-15,23,,,,14.7,12.7,,,,,,,28.8
106,동해,2017-06-16,19.1,,,,14.8,9.2,,,,,,,27.1
106,동해,2017-06-17,18.3,,,,14.8,12,,,,,,,28.5
106,동해,2017-06-18,18.7,,,,14.8,10.8,,,,,,,28.4
106,동해,2017-06-19,20.3,,,,14.8,8.8,,,,,,,27.9
106,동해,2017-06-20,20.6,,,,14.8,6.4,,,,,,,28.5
106,동해,2017-06-21,21.9,,,,14.8,6.6,,,,,,,29.5
106,동해,2017-06-22,22.2,,,,14.8,12.9,,,,,,,31.1
106,동해,2017-06-23,21.8,,,0,14.8,10.9,,,,,,,30.2
106,동해,2017-06-24,21.2,,.9,1,14.8,.4,,,,,,,25.8
106,동해,2017-06-25,21.3,,1.5,1.5,14.8,2.6,,,,,,,25.3
106,동해,2017-06-26,21.7,,,,14.8,3,,,,,,,26.8
106,동해,2017-06-27,21.9,,.2,.2,14.8,9.2,,,,,,,31.6
106,동해,2017-06-28,22.2,,,,14.7,6,,,,,,,31.5
106,동해,2017-06-29,22.4,,,,14.7,7.3,,,,,,,29.9
106,동해,2017-06-30,24.9,,,,14.7,10,,,,,,,34
106,동해,2017-07-01,27.7,,.6,.7,14.7,0,,,,,,,29
106,동해,2017-07-02,23.4,,10.6,31.7,14.7,.1,,,,,,,24.8
106,동해,2017-07-03,24.1,,15.4,24.5,14.7,.1,,,,,,,25.4
106,동해,2017-07-04,23.5,,19.4,46,14.7,1.8,,,,,,,24.9
106,동해,2017-07-05,23.3,,,,14.7,8,,,,,,,27.8
106,동해,2017-07-06,22.4,,,,14.7,10.9,,,,,,,30.2
106,동해,2017-07-07,22.6,,.1,.1,14.7,3.3,,,,,,,29.2
106,동해,2017-07-08,25.4,,4.3,8.8,14.6,3.4,,,,,,,26.7
106,동해,2017-07-09,27,,.3,.3,14.6,9.9,,,,,,,30.1
106,동해,2017-07-10,24.9,,3.5,3.9,14.6,0,,,,,,,25.6
106,동해,2017-07-11,27.9,,2.7,3.2,14.6,11.1,,,,,,,29.4
106,동해,2017-07-12,28.3,,,,14.6,12.9,,,,,,,32.3
106,동해,2017-07-13,28.6,,,,14.5,12.9,,,,,,,34.1
106,동해,2017-07-14,28.4,,,,14.5,10.8,,,,,,,34.9
106,동해,2017-07-15,26.2,,2.7,3.4,14.5,1.6,,,,,,,29
106,동해,2017-07-16,26.8,,4.1,10.7,14.5,3.6,,,,,,,28.2
106,동해,2017-07-17,29.5,,,,14.5,8.8,,,,,,,30.3
106,동해,2017-07-18,27.6,,,,14.5,12.1,,,,,,,33.1
106,동해,2017-07-19,26.4,,,,14.4,12.6,,,,,,,34
106,동해,2017-07-20,27.6,,,,14.4,12.4,,,,,,,35.3
106,동해,2017-07-21,30,,,,14.4,5.9,,,,,,,33.9
106,동해,2017-07-22,23.7,,1.7,2,14.4,0,,,,,,,26.2
106,동해,2017-07-23,23.4,,2.1,5.7,14.3,0,,,,,,,24.6
106,동해,2017-07-24,23.9,,.3,.7,14.3,.3,,,,,,,25.9
106,동해,2017-07-25,24.4,,5.6,13.9,14.3,.6,,,,,,,26.8
106,동해,2017-07-26,24.2,,,,14.3,11.3,,,,,,,28.8
106,동해,2017-07-27,22.9,,,,14.2,3.1,,,,,,,24.9
106,동해,2017-07-28,23.1,,.6,1.9,14.2,0,,,,,,,25
106,동해,2017-07-29,22.7,,4.4,17.8,14.2,0,,,,,,,24.3
106,동해,2017-07-30,24,,,,14.1,7.6,,,,,,,29.6
106,동해,2017-07-31,23.2,,1.3,3.6,14.1,0,,,,,,,24
106,동해,2017-08-01,23.9,,.3,.3,14.1,.1,,,,,,,25.6
106,동해,2017-08-02,24.3,,1,1.8,14.1,2.3,,,,,,,27.2
106,동해,2017-08-03,24.8,,,,14,8.9,,,,,,,29.9
106,동해,2017-08-04,26,,,,14,9.6,,,,,,,32.5
106,동해,2017-08-05,27.4,,,,14,12.7,,,,,,,33.7
106,동해,2017-08-06,27.1,,17.3,19,13.9,9.2,,,,,,,34.4
106,동해,2017-08-07,26.8,,.1,.1,13.9,7.5,,,,,,,30.4
106,동해,2017-08-08,27.3,,,,13.9,8.6,,,,,,,30.5
106,동해,2017-08-09,24.8,,3.7,12.5,13.8,0,,,,,,,26.3
106,동해,2017-08-10,24.4,,19.6,74.5,13.8,0,,,,,,,24.7
106,동해,2017-08-11,23.8,,48.1,125.8,13.8,.5,,,,,,,23.8
106,동해,2017-08-12,24.1,,0,0,13.7,3.3,,,,,,,26.1
106,동해,2017-08-13,23.2,,1,2.5,13.7,.1,,,,,,,24.7
106,동해,2017-08-14,23,,6.3,19,13.7,0,,,,,,,24
106,동해,2017-08-15,22.7,,10.3,67.4,13.6,0,,,,,,,23.1
106,동해,2017-08-16,21.7,,3.7,26.1,13.6,0,,,,,,,23
106,동해,2017-08-17,22.2,,1.4,6.2,13.6,0,,,,,,,23.6
106,동해,2017-08-18,23.5,,4.4,4.6,13.5,5.9,,,,,,,25.9
106,동해,2017-08-19,23.3,,.1,.1,13.5,0,,,,,,,24.5
106,동해,2017-08-20,23.2,,6.1,18.1,13.5,.5,,,,,,,25
106,동해,2017-08-21,25.7,,.5,1.9,13.4,1.5,,,,,,,27
106,동해,2017-08-22,26.9,,,,13.4,8.8,,,,,,,34.5
106,동해,2017-08-23,26.8,,1.3,3.4,13.3,1.7,,,,,,,26.5
106,동해,2017-08-24,29.4,,9,11,13.3,.6,,,,,,,26.5
106,동해,2017-08-25,26.2,,,,13.3,11,,,,,,,28.6
106,동해,2017-08-26,23.1,,,,13.2,11.9,,,,,,,25.5
106,동해,2017-08-27,22.6,,0,0,13.2,5.5,,,,,,,23.2
106,동해,2017-08-28,23.4,,4.5,8,13.2,2.6,,,,,,,24.2
106,동해,2017-08-29,21.3,,.1,.1,13.1,7.4,,,,,,,22.5
106,동해,2017-08-30,21.2,,,,13.1,1,,,,,,,21.7
106,동해,2017-08-31,21.8,,,,13,10,,,,,,,23.4
106,동해,2017-09-01,20.3,,,,13,11.6,,,,,,,24.4
106,동해,2017-09-02,19.8,,,,13,11.4,,,,,,,24.3
106,동해,2017-09-03,20.5,,,,12.9,11.4,,,,,,,24.2
106,동해,2017-09-04,21.7,,,,12.9,9.3,,,,,,,23.9
106,동해,2017-09-05,20.7,,0,0,12.8,0,,,,,,,20.7
106,동해,2017-09-06,22,,.1,.1,12.8,0,,,,,,,21.8
106,동해,2017-09-07,22.8,,,,12.8,10.3,,,,,,,25.7
106,동해,2017-09-08,23.6,,,,12.7,11.2,,,,,,,25.9
106,동해,2017-09-09,23.7,,,,12.7,10,,,,,,,25
106,동해,2017-09-10,22.8,,,,12.6,4.1,,,,,,,23.9
106,동해,2017-09-11,20.2,,5.6,14.4,12.6,0,,,,,,,20.3
106,동해,2017-09-12,22.1,,,,12.6,11.1,,,,,,,24.6
106,동해,2017-09-13,21,,,,12.5,8,,,,,,,21.5
106,동해,2017-09-14,20.6,,,,12.5,9,,,,,,,21.6
106,동해,2017-09-15,22,,,,12.5,9,,,,,,,28
106,동해,2017-09-16,21.1,,.4,.4,12.4,1.5,,,,,,,20.7
106,동해,2017-09-17,20.1,,1.6,6.8,12.4,0,,,,,,,19.6
106,동해,2017-09-18,21.6,,,,12.3,10.2,,,,,,,22.8
106,동해,2017-09-19,22.8,,5.2,5.3,12.3,7.8,,,,,,,22.6
106,동해,2017-09-20,20.3,,.1,.1,12.3,11.1,,,,,,,21.8
106,동해,2017-09-21,19.9,,,,12.2,10.4,,,,,,,22.3
106,동해,2017-09-22,20.1,,,,12.2,11,,,,,,,22.7
106,동해,2017-09-23,21.1,,,,12.1,7.2,,,,,,,22.2
106,동해,2017-09-24,21.2,,,,12.1,10.7,,,,,,,23.4
106,동해,2017-09-25,22,,,,12,8.8,,,,,,,23.8
106,동해,2017-09-26,22,,0,0,12,9.7,,,,,,,24.5
106,동해,2017-09-27,19.9,,2.4,3.7,12,0,,,,,,,19.9
106,동해,2017-09-28,19.9,,6.7,7.5,11.9,8.7,,,,,,,20
106,동해,2017-09-29,17.7,,,,11.9,10.1,,,,,,,18
106,동해,2017-09-30,19.9,,,,11.9,10.7,,,,,,,20
106,동해,2017-10-01,19.2,,9.1,9.1,11.8,0,,,,,,,16.2
106,동해,2017-10-02,18.6,,2.6,10.6,11.8,0,,,,,,,18
106,동해,2017-10-03,15.9,,3.2,7.3,11.7,0,,,,,,,16.1
106,동해,2017-10-04,15.7,,0,0,11.7,2.5,,,,,,,17.1
106,동해,2017-10-05,16.2,,,,11.7,4.9,,,,,,,16.3
106,동해,2017-10-06,16.1,,2.4,9.1,11.6,0,,,,,,,15.7
106,동해,2017-10-07,19,,.1,.2,11.6,.1,,,,,,,19
106,동해,2017-10-08,20.1,,,,11.5,7.9,,,,,,,20.5
106,동해,2017-10-09,20.3,,,,11.5,5,,,,,,,21.1
106,동해,2017-10-10,19.4,,2.6,3.9,11.5,3,,,,,,,19
106,동해,2017-10-11,16.4,,2.3,5.8,11.4,0,,,,,,,17.1
106,동해,2017-10-12,13.5,,2.6,6,11.4,0,,,,,,,15
106,동해,2017-10-13,13.5,,,,11.4,5.5,,,,,,,14.5
106,동해,2017-10-14,13.4,,,,11.3,10.1,,,,,,,14.3
106,동해,2017-10-15,14,,,,11.3,4.4,,,,,,,15.6
106,동해,2017-10-16,15,,,,11.2,5.5,,,,,,,16.3
106,동해,2017-10-17,15.7,,,,11.2,7.6,,,,,,,16.8
106,동해,2017-10-18,14.5,,.7,2.1,11.2,0,,,,,,,13.9
106,동해,2017-10-19,14.3,,.3,.3,11.1,.1,,,,,,,15.4
106,동해,2017-10-20,14.5,,,,11.1,10,,,,,,,16.1
106,동해,2017-10-21,14.5,,,,11,9,,,,,,,15.9
106,동해,2017-10-22,15.4,,,,11,3,,,,,,,13.9
106,동해,2017-10-23,12.1,,,,11,5.5,,,,,,,12.7
106,동해,2017-10-24,10.9,,,,10.9,9.7,,,,,,,11.7
106,동해,2017-10-25,13.4,,,,10.9,10,,,,,,,12.5
106,동해,2017-10-26,14.6,,,,10.9,4,,,,,,,14.2
106,동해,2017-10-27,15.5,,,,10.8,4.9,,,,,,,15.7
106,동해,2017-10-28,15.8,,,,10.8,6.1,,,,,,,16.7
106,동해,2017-10-29,13.6,,30.7,67.2,10.7,6.7,,,,,,,14.2
106,동해,2017-10-30,9.9,,2.6,3.2,10.7,9.6,,,,,,,10
106,동해,2017-10-31,12.3,,,,10.7,9.8,,,,,,,8.7
106,동해,2017-11-01,14.3,,,,10.6,0,,,,,,,11.2
106,동해,2017-11-02,15.5,,,,10.6,4.3,,,,,,,12.9
106,동해,2017-11-03,14.1,,,0,10.6,4.3,,,,,,,12.6
106,동해,2017-11-04,8.6,,,30.7,10.5,5.6,,,,,,,8.8
106,동해,2017-11-05,10.7,,,,10.5,9.4,,,,,,,7.2
106,동해,2017-11-06,14.8,,,,10.5,8.9,,,,,,,8.9
106,동해,2017-11-07,15.6,,,,10.4,8.5,,,,,,,12.1
106,동해,2017-11-08,17.6,,,,10.4,8.9,,,,,,,12.3
106,동해,2017-11-09,11.5,,,,10.4,7.7,,,,,,,10.2
106,동해,2017-11-10,14.4,,,0,10.3,7.1,,,,,,,11.2
106,동해,2017-11-11,7.7,,,,10.3,9,,,,,,,6.3
106,동해,2017-11-12,8.7,,,,10.3,9.1,,,,,,,6.3
106,동해,2017-11-13,12,,,,10.2,3.3,,,,,,,7.5
106,동해,2017-11-14,11.4,,,,10.2,9,,,,,,,8
106,동해,2017-11-15,6.4,,,,10.2,9.1,,,,,,,4.2
106,동해,2017-11-16,4.2,,,,10.1,9.1,,,,,,,2.2
106,동해,2017-11-17,8.2,,,,10.1,3,,,,,,,4.7
106,동해,2017-11-18,4,,,0,10.1,9,,,,,,,3.1
106,동해,2017-11-19,2.4,,,,10.1,9.1,,,,,,,.3
106,동해,2017-11-20,4.5,,,,10,9,,,,,,,1.9
106,동해,2017-11-21,4.9,,,,10,9.1,,,,,,,1.6
106,동해,2017-11-22,7.9,,,,10,2.1,,,,,,,3.9
106,동해,2017-11-23,3.8,,,,10,8.7,,,,,,,.7
106,동해,2017-11-24,3.1,,,,9.9,8.8,,,,,,,1.1
106,동해,2017-11-25,6.3,,,.1,9.9,8.1,,,,,,,3
106,동해,2017-11-26,6.8,,,.4,9.9,2.7,,,,,,,4.5
106,동해,2017-11-27,6.6,,,,9.9,8.2,,,,,,,3.8
106,동해,2017-11-28,10.3,,,,9.8,4.3,,,,,,,5.6
106,동해,2017-11-29,10.9,,,,9.8,3.7,,,,,,,6.9
106,동해,2017-11-30,5.3,,,,9.8,5.7,,,,,,,3.7
106,동해,2017-12-01,1.8,,,,9.8,9,,,,,,,.5
106,동해,2017-12-02,4.3,,,,9.8,8.8,,,,,,,1.1
106,동해,2017-12-03,7,,,,9.7,3.7,,,,,,,2.9
106,동해,2017-12-04,4.7,,,,9.7,7,,,,,,,3
106,동해,2017-12-05,-1,,,,9.7,8.9,,,,,,,-.9
106,동해,2017-12-06,2.7,,,,9.7,8.9,,,,,,,.6
106,동해,2017-12-07,5,,,,9.7,7.6,,,,,,,2.9
106,동해,2017-12-08,1.1,,,,9.7,8.9,,,,,,,0
106,동해,2017-12-09,3.3,,,,9.7,9,,,,,,,.7
106,동해,2017-12-10,5.4,,,,9.6,2.8,,,,,,,2.1
106,동해,2017-12-11,-2.5,,,,9.6,8.9,,,,,,,-1.5
106,동해,2017-12-12,-3.6,,,,9.6,8.9,,,,,,,-3.2
106,동해,2017-12-13,-1.3,,,,9.6,8.8,,,,,,,-3.1
106,동해,2017-12-14,.9,,,,9.6,5.7,,,,,,,-1.5
106,동해,2017-12-15,3.4,,,,9.6,2.1,,,,,,,-.6
106,동해,2017-12-16,-.3,,,,9.6,7.1,,,,,,,-.9
106,동해,2017-12-17,-2.5,,,,9.6,8.9,,,,,,,-2.9
106,동해,2017-12-18,2.4,,,0,9.6,5.3,,,,,,,-1.3
106,동해,2017-12-19,.6,,,,9.6,8.5,,,,,,,-1
106,동해,2017-12-20,1.9,,,,9.6,7.4,,,,,,,-1.5
106,동해,2017-12-21,3.5,,,,9.6,8.9,,,,,,,-.3
106,동해,2017-12-22,5.6,,,,9.6,8.8,,,,,,,.6
106,동해,2017-12-23,7.8,,,,9.6,8.1,,,,,,,2
106,동해,2017-12-24,6.5,,,4,9.6,.1,,,,,,,4.1
106,동해,2017-12-25,2.1,,,,9.6,8.9,,,,,,,.4
106,동해,2017-12-26,.8,,,,9.6,8.8,,,,,,,-.9
106,동해,2017-12-27,-.9,,,,9.6,8.9,,,,,,,-2.3
106,동해,2017-12-28,.9,,,,9.6,8.8,,,,,,,-1.8
106,동해,2017-12-29,5.9,,,,9.6,8.1,,,,,,,.4
106,동해,2017-12-30,5.8,,,,9.6,3.7,,,,,,,2.3
106,동해,2017-12-31,4.5,,,,9.6,8.4,,,,,,,1.8
106,동해,2018-01-01,2.6,,,,9.6,9,,,,,,,-.1
